user,review,rating,review_tokenized,no_stopword,stemmed_review,lemmatized_review
Jonathan Evan Halim,"parah banget, pesen gofood udah nunggu sejam tapi ternyata malah dibatalkan karena tidak dapet driver. kenapa tidak diantisipasi lebih awal. ketika bertanya kepada customer service untuk status, dikatakan makanan sedang dimasak. tapi pembelian nya dibatalkan. lucu sekali gojek indonesia!",1,"parah banget, pesen gofood udah nunggu sejam tapi ternyata malah dibatalkan karena tidak dapet driver. kenapa tidak diantisipasi lebih awal. ketika bertanya kepada customer service untuk status, dikatakan makanan sedang dimasak. tapi pembelian nya dibatalkan. lucu sekali gojek indonesia!","parah banget, pesen gofood udah nunggu sejam ternyata malah dibatalkan tidak dapet driver. tidak diantisipasi lebih awal. bertanya customer service status, dikatakan makanan sedang dimasak. pembelian nya dibatalkan. lucu sekali gojek indonesia!",parah banget sen gofood udah nunggu jam tapi nyata malah batal karena tidak dapet driver kenapa tidak antisipasi lebih awal ketika tanya kepada customer service untuk status kata makan sedang masak tapi beli nya batal lucu sekali gojek indonesia,go gojek indonesia
Lisaari,"tolong dong diperbaiki saya pesen makanan dengan estimasi 45 mnt namun sering telat, kadang driver"" sering cancel begitu aja dan juga pemberitahuan dapat driver dan cancel itu lumayan lama dan saya udah nunggu lama. terkadang udah nunggu lama banget tiba"" ada pemberitahuan ""seperti semua driver sedang sibuk""astagah sumpah kita nunggu dari lama kadang lebih sejaman setidaknya kalo nggak bisa dari awal kasih pemberitahuan kami lebih awal, jadi kami nggak nunggu lama bukan malah tiba tiba dicancel!",1,"tolong dong diperbaiki saya pesen makanan dengan estimasi 45 mnt namun sering telat, kadang driver"" sering cancel begitu aja dan juga pemberitahuan dapat driver dan cancel itu lumayan lama dan saya udah nunggu lama. terkadang udah nunggu lama banget tiba"" ada pemberitahuan ""seperti semua driver sedang sibuk""astagah sumpah kita nunggu dari lama kadang lebih sejaman setidaknya kalo nggak bisa dari awal kasih pemberitahuan kami lebih awal, jadi kami nggak nunggu lama bukan malah tiba tiba dicancel!","dong diperbaiki pesen makanan estimasi 45 mnt sering telat, kadang driver"" sering cancel aja juga pemberitahuan driver cancel lumayan lama saya udah nunggu lama. terkadang udah nunggu lama banget tiba"" pemberitahuan ""seperti semua driver sedang sibuk""astagah sumpah nunggu lama kadang lebih sejaman kalo bisa awal kasih pemberitahuan lebih awal, jadi nggak nunggu lama bukan malah tiba tiba dicancel!",tolong dong baik saya sen makan dengan estimasi 45 mnt namun sering telat kadang driver sering cancel begitu aja dan juga pemberitahuan dapat driver dan cancel itu lumayan lama dan saya udah nunggu lama terkadang udah nunggu lama banget tiba ada pemberitahuan seperti semua driver sedang sibuk astagah sumpah kita nunggu dari lama kadang lebih jam tidak kalo nggak bisa dari awal kasih pemberitahuan kami lebih awal jadi kami nggak nunggu lama bukan malah tiba tiba dicancel,45 mn
RONI SUARDI,"ga bisa cancel, lokasi jemput dan tujuan terbalik padahal lokasi titik lokasi jemput sudah tiap hari satu arah tidak pernah bolak balik, ubah lokasi tujuan bayar dobel.",1,"ga bisa cancel, lokasi jemput dan tujuan terbalik padahal lokasi titik lokasi jemput sudah tiap hari satu arah tidak pernah bolak balik, ubah lokasi tujuan bayar dobel.","ga cancel, lokasi jemput tujuan terbalik padahal lokasi titik lokasi jemput tiap hari satu arah pernah bolak balik, ubah lokasi tujuan bayar dobel.",ga bisa cancel lokasi jemput dan tuju balik padahal lokasi titik lokasi jemput sudah tiap hari satu arah tidak pernah bolak balik ubah lokasi tuju bayar dobel,jemput satu
Novi Tria Susanti,"nyari drivernya susah, lama, untuk ojek ataupun pikup barang. sekalinya dapat dibatalin terus sama drivernya. apalagi kalau di wilayah jakarta. drivernya pada pilih pilih jarak dan ongkos.",1,"nyari drivernya susah, lama, untuk ojek ataupun pikup barang. sekalinya dapat dibatalin terus sama drivernya. apalagi kalau di wilayah jakarta. drivernya pada pilih pilih jarak dan ongkos.","nyari drivernya susah, lama, ojek ataupun pikup barang. sekalinya dibatalin terus sama drivernya. kalau wilayah jakarta. drivernya pilih pilih jarak ongkos.",nyari drivernya susah lama untuk ojek atau pikup barang sekali dapat dibatalin terus sama drivernya apalagi kalau di wilayah jakarta drivernya pada pilih pilih jarak dan ongkos,jakarta
Aga Kim,"parah, diaplikasi 18 menit tapi aslinya sejam lebih 28 menit. orang laper keburu pingsan, mana orderan nggak jalan, dibatalin nggak bisa. terlanjur nggak pesen makan lainnya eh malah dibatalin alasan nggak dapet driver. parah!!! 4x kejadiannya sama kayak gini.",1,"parah, diaplikasi 18 menit tapi aslinya sejam lebih 28 menit. orang laper keburu pingsan, mana orderan nggak jalan, dibatalin nggak bisa. terlanjur nggak pesen makan lainnya eh malah dibatalin alasan nggak dapet driver. parah!!! 4x kejadiannya sama kayak gini.","parah, diaplikasi 18 menit aslinya sejam lebih 28 menit. orang laper keburu pingsan, mana orderan jalan, dibatalin bisa. terlanjur pesen makan lainnya eh malah dibatalin alasan dapet driver. parah!!! 4x kejadiannya sama kayak gini.",parah aplikasi 18 menit tapi asli jam lebih 28 menit orang laper keburu pingsan mana order nggak jalan dibatalin nggak bisa lanjur nggak sen makan lain eh malah dibatalin alas nggak dapet driver parah 4x jadi sama kayak gin,18 menit 28 menit 4 gin
Vista Sasmita Padmanagara,"ganti rute perjalanan di tengah jalan malah kena denda 15.000 eh ditambahin lagi biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! bikin kebijakan baru gk kasih pengumuman apapun ke customer. giliran di komplain malah kasih angka yang gk masuk akal. jam padat apanya, jelas-jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb. masa di aplikasi 56,500 saya malah harus bayar 81,500 (belum termasuk denda). jarak kedua rute sama-sama 10km sekian, gk logis. cuih",1,"ganti rute perjalanan di tengah jalan malah kena denda 15.000 eh ditambahin lagi biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! bikin kebijakan baru gk kasih pengumuman apapun ke customer. giliran di komplain malah kasih angka yang gk masuk akal. jam padat apanya, jelas-jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb. masa di aplikasi 56,500 saya malah harus bayar 81,500 (belum termasuk denda). jarak kedua rute sama-sama 10km sekian, gk logis. cuih","ganti rute perjalanan tengah jalan malah kena denda 15.000 eh ditambahin biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! bikin kebijakan baru gk kasih pengumuman apapun customer. giliran komplain malah kasih angka gk masuk akal. jam padat apanya, jelas-jelas harga aplikasi cuma beda beberapa ribu harga awal 48rb. masa aplikasi 56,500 malah bayar 81,500 (belum termasuk denda). jarak kedua rute sama-sama 10km sekian, gk logis. cuih",ganti rute jalan di tengah jalan malah kena denda 15 000 eh ditambahin lagi biaya aplikasi 10 000 dasar elit usaha otak udang kepiting kikir bikin bijak baru gk kasih umum apa ke customer gilir di komplain malah kasih angka yang gk masuk akal jam padat apa jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb masa di aplikasi 56 500 saya malah harus bayar 81 500 belum masuk denda jarak dua rute sama 10km sekian gk logis cuih,"15 . 000 10 . 000 otak udang kepiting kiki gk gk 48rb 56 , 500 81 , 500 kedua 10km gk"
Lidya Zahratussaidah,"mengganggu banget plis iklannya, setiap ke aplikasi dan ada iklan gofood selalu saja saat tekan tanda silang malah pergi ke websitenya. maksa banget, berkali2 ditekan pun sama aja, bikin ga nyaman dan emosi.",1,"mengganggu banget plis iklannya, setiap ke aplikasi dan ada iklan gofood selalu saja saat tekan tanda silang malah pergi ke websitenya. maksa banget, berkali2 ditekan pun sama aja, bikin ga nyaman dan emosi.","mengganggu banget plis iklannya, aplikasi ada iklan gofood selalu saat tekan tanda silang malah pergi ke websitenya. maksa banget, berkali2 ditekan sama aja, bikin ga nyaman emosi.",ganggu banget plis iklan tiap ke aplikasi dan ada iklan gofood selalu saja saat tekan tanda silang malah pergi ke websitenya maksa banget berkali2 tekan pun sama aja bikin ga nyaman dan emosi,gofood
Aulia A.A (aul),"saya sangat kecewa terhadap aplikasi gojek, karena aplikasi nya seperti mengalami error, saya memesan gocar (memang sedang macet) dan di aplikasi awalnya tertulis nya 3 menit lagi dan tiba tiba berubah menjadi 10 menit dan ternyata ketika saya cek gocar nya sudah sampe di tujuan",2,"saya sangat kecewa terhadap aplikasi gojek, karena aplikasi nya seperti mengalami error, saya memesan gocar (memang sedang macet) dan di aplikasi awalnya tertulis nya 3 menit lagi dan tiba tiba berubah menjadi 10 menit dan ternyata ketika saya cek gocar nya sudah sampe di tujuan","sangat kecewa aplikasi gojek, aplikasi nya mengalami error, memesan gocar (memang sedang macet) aplikasi awalnya tertulis nya 3 menit tiba tiba berubah menjadi 10 menit dan ternyata saya cek gocar nya sampe di tujuan",saya sangat kecewa hadap aplikasi gojek karena aplikasi nya seperti alami error saya mes gocar memang sedang macet dan di aplikasi awal tulis nya 3 menit lagi dan tiba tiba ubah jadi 10 menit dan nyata ketika saya cek gocar nya sudah sampe di tuju,gojek gocar 3 menit 10 menit gocar
baton safari kukuh,kapok isi saldo besar keamanannya lemah. masa tiba2 saldo melakukan pembelian otomatis tanpa pin dan prmberitahuan. udah diatas 100 ribu sekali transaksi nilainya. bahaya juga klw begini terus tiap transaksi gak ada pemberitahuan dan pin,1,kapok isi saldo besar keamanannya lemah. masa tiba2 saldo melakukan pembelian otomatis tanpa pin dan prmberitahuan. udah diatas 100 ribu sekali transaksi nilainya. bahaya juga klw begini terus tiap transaksi gak ada pemberitahuan dan pin,kapok isi saldo besar keamanannya lemah. masa tiba2 saldo melakukan pembelian otomatis pin prmberitahuan. udah diatas 100 ribu sekali transaksi nilainya. bahaya klw begini terus tiap transaksi gak pemberitahuan pin,kapok isi saldo besar aman lemah masa tiba2 saldo laku beli otomatis tanpa pin dan prmberitahuan udah atas 100 ribu sekali transaksi nilai bahaya juga klw begini terus tiap transaksi gak ada pemberitahuan dan pin,saldo 100 ribu
Yudha Husni,"mudah di hack, masuk aplikasi via google,youtube,dll sudah dua kali dibajak.. setiap kali top up pasti diklaim transaksi via aplikasi lainnya. melalui nomor tidak dikenal.. mohon gojek indonesia melalui go pay agar lebih seleksi lagi. kapok saya..",1,"mudah di hack, masuk aplikasi via google,youtube,dll sudah dua kali dibajak.. setiap kali top up pasti diklaim transaksi via aplikasi lainnya. melalui nomor tidak dikenal.. mohon gojek indonesia melalui go pay agar lebih seleksi lagi. kapok saya..","mudah hack, masuk aplikasi via google,youtube,dll dua kali dibajak.. kali top up diklaim transaksi via aplikasi lainnya. melalui nomor dikenal.. mohon gojek indonesia melalui go pay lebih seleksi lagi. kapok saya..",mudah di hack masuk aplikasi via google youtube dll sudah dua kali bajak tiap kali top up pasti klaim transaksi via aplikasi lain lalu nomor tidak kenal mohon gojek indonesia lalu go pay agar lebih seleksi lagi kapok saya,google youtube dua gojek indonesia go pay
Meyla Ariany,"untuk gofood tolong tambahin fitur bisa upload foto dong untuk review kaya di grabfood udh bisa. biar jd bukti kalo makanan yg dikirim tuh suka beda banget ama judul atau foto menu. judul dan foto misalnya jumbo tp nyatanya yg dateng dikit/ kecil bgt. ga sesuai juga ama harganya yg mahal kadang tuh. buat referensi juga utk kalo mau beli bisa liat review2 org dgn foto, jd ga ketipu. ga cuma review tulisan2 doang. ni saya abis pesen gofood kecewa, udh fotoin tp ga ada fitur upload foto.",3,"untuk gofood tolong tambahin fitur bisa upload foto dong untuk review kaya di grabfood udh bisa. biar jd bukti kalo makanan yg dikirim tuh suka beda banget ama judul atau foto menu. judul dan foto misalnya jumbo tp nyatanya yg dateng dikit/ kecil bgt. ga sesuai juga ama harganya yg mahal kadang tuh. buat referensi juga utk kalo mau beli bisa liat review2 org dgn foto, jd ga ketipu. ga cuma review tulisan2 doang. ni saya abis pesen gofood kecewa, udh fotoin tp ga ada fitur upload foto.","gofood tambahin fitur upload foto dong review kaya grabfood udh bisa. biar jd bukti kalo makanan yg dikirim tuh suka beda banget ama judul foto menu. judul foto misalnya jumbo tp nyatanya yg dateng dikit/ kecil bgt. ga sesuai ama harganya yg mahal kadang tuh. buat referensi utk kalo mau beli liat review2 org dgn foto, jd ga ketipu. ga cuma review tulisan2 doang. ni abis pesen gofood kecewa, udh fotoin tp ga fitur upload foto.",untuk gofood tolong tambahin fitur bisa upload foto dong untuk review kaya di grabfood udh bisa biar jd bukti kalo makan yg kirim tuh suka beda banget ama judul atau foto menu judul dan foto misal jumbo tp nyata yg dateng dikit kecil bgt ga sesuai juga ama harga yg mahal kadang tuh buat referensi juga utk kalo mau beli bisa liat review2 org dgn foto jd ga tipu ga cuma review tulisan2 doang ni saya abis sen gofood kecewa udh fotoin tp ga ada fitur upload foto,go grabfood2 org tp
Mahrin S.Z,"driver nya selalu meng klik sudh dalam perjalanan padahal belum jemput, kan saya jadi tidak tau driver nya sampai mana, tolong dong di perbaiki supaya kalo pelanggan belum benar2 di jemput, status dalam perjalanan nya tidak bisa di pencet🙏🏻🙏🏻🙏🏻,saya suka kesel kalo drivernya selalu seperti itu, saya jadi tidak tau posisi drivernya di mana",5,"driver nya selalu meng klik sudh dalam perjalanan padahal belum jemput, kan saya jadi tidak tau driver nya sampai mana, tolong dong di perbaiki supaya kalo pelanggan belum benar2 di jemput, status dalam perjalanan nya tidak bisa di pencet🙏🏻🙏🏻🙏🏻,saya suka kesel kalo drivernya selalu seperti itu, saya jadi tidak tau posisi drivernya di mana","driver nya selalu meng klik sudh perjalanan padahal jemput, kan jadi tau driver nya mana, dong perbaiki kalo pelanggan benar2 jemput, status perjalanan nya bisa pencet🙏🏻🙏🏻🙏🏻,saya suka kesel kalo drivernya selalu itu, jadi tau posisi drivernya mana",driver nya selalu meng klik sudh dalam jalan padahal belum jemput kan saya jadi tidak tau driver nya sampai mana tolong dong di baik supaya kalo langgan belum benar2 di jemput status dalam jalan nya tidak bisa di pencet saya suka kesel kalo drivernya selalu seperti itu saya jadi tidak tau posisi drivernya di mana,
Mama nina dan aisa,"aplikasi bagus tapi sayang driver gocar maupun gosend mobil skrg banyak yg menyebalkan sering cancel se enaknya apalagi klo musim libur atau pas hujan, alasannya ongkos murah potongan banyak..trus ngapain jadi driver taxi online klo pilih pilih..mohon untuk diperbaiki lagi mitra mitra driver gocar",5,"aplikasi bagus tapi sayang driver gocar maupun gosend mobil skrg banyak yg menyebalkan sering cancel se enaknya apalagi klo musim libur atau pas hujan, alasannya ongkos murah potongan banyak..trus ngapain jadi driver taxi online klo pilih pilih..mohon untuk diperbaiki lagi mitra mitra driver gocar","aplikasi bagus sayang driver gocar maupun gosend mobil skrg banyak yg menyebalkan sering cancel se enaknya klo musim libur pas hujan, alasannya ongkos murah potongan banyak..trus ngapain jadi driver taxi online klo pilih pilih..mohon diperbaiki mitra mitra driver gocar",aplikasi bagus tapi sayang driver gocar maupun gosend mobil skrg banyak yg sebal sering cancel se enak apalagi klo musim libur atau pas hujan alas ongkos murah potong banyak trus ngapain jadi driver taxi online klo pilih pilih mohon untuk baik lagi mitra mitra driver gocar,driver gocar gosend mobil skrg tru driver taxi online klo mitra driver gocar
